"Application #","Status","Application Type","Date","Address","Expiration Date","Short Notes",
"26BC11607","Awaiting Client Feedback","RES Solar Photovoltaic","06/26/2026","1416 WILMAR AVE, MERRITT ISLAND FL 32952",,,
"26BC11577","Issued","RES HVAC-Mechanical","06/26/2026","823 MALLARD RD, COCOA FL 32926",,,
"26BC11584","Review In-Progress","RES Generator","06/26/2026","145 IBIS DR, MELBOURNE BEACH FL 32951",,,
"26BC11572","Issued","RES Reroof","06/26/2026","8072 KINGSWOOD WAY, MELBOURNE FL 32940",,,
"26BC11611","Withdrawn","RES Mobile Home","06/26/2026","1410 OLD DIXIE HWY, COMMON, TITUSVILLE FL 32796",,,
"26BC11590","Issued","RES HVAC-Mechanical","06/26/2026","4460 FLOOD ST, COCOA FL 32927",,,
"26BC11617","Issued","RES HVAC-Mechanical","06/26/2026","191 LANTERNBACK ISLAND DR, SATELLITE BEACH FL 32937",,,
"26BC11576","Withdrawn","RES Doors-Windows-Shutters","06/26/2026","2979 HIGHWAY A1A, 213, MELBOURNE BEACH FL 32951",,,
"26BC11567","Issued","RES HVAC-Mechanical","06/26/2026","6896 RACCOON CT, MELBOURNE FL 32940",,,
"26BC11619","Issued","RES HVAC-Mechanical","06/26/2026","3902 MANITOBA WAY, ROCKLEDGE FL 32955",,,
"26BC11605","Issued","RES Electrical","06/26/2026","515 SEA-GULL DR, BAREFOOT BAY FL 32976",,,
"26BC11600","Issued","RES HVAC-Mechanical","06/26/2026","280 RIGGS AVE, MELBOURNE BEACH FL 32951",,,
"26BC11594","Issued","RES HVAC-Mechanical","06/26/2026","1713 FORD RD, MIMS FL 32754",,,
"26BC11579","Review In-Progress","RES Fence","06/26/2026","1130 COVINA ST, COCOA FL 32927",,,
"26BC11624","Issued","RES SFR Renovation","06/26/2026","721 PALMER WAY, MELBOURNE FL 32940",,,
"26BC11613","Issued","RES Doors-Windows-Shutters","06/26/2026","1750 SHORE VIEW DR, INDIALANTIC FL 32903",,,
"26BC11641","Awaiting Client Feedback","RES Doors-Windows-Shutters","06/26/2026","1170 OLD DIXIE HWY, TITUSVILLE FL 32796",,,
"26BC11603","Issued","RES Electrical","06/26/2026","512 ROYAL TERN DR, BAREFOOT BAY FL 32976",,,
"26BC11596","Final","RES HVAC-Mechanical","06/26/2026","7754 DESMOND AVE, MELBOURNE FL 32940",,,
"26BC11615","Withdrawn","RES Mobile Home","06/26/2026","1410 OLD DIXIE HWY, COMMON, TITUSVILLE FL 32796",,,
"26BC11599","Issued","RES Reroof","06/26/2026","8165 WINDOVER WAY, TITUSVILLE FL 32780",,,
"26BC11630","Issued","RES Reroof","06/26/2026","210 FLORIDA BLVD, MERRITT ISLAND FL 32953",,,
"26BC11593","Issued","RES Reroof","06/26/2026","300 BERKELEY ST, SATELLITE BEACH FL 32937",,,
"26BC11612","Issued","RES HVAC-Mechanical","06/26/2026","641 ROYAL TERN DR, BAREFOOT BAY FL 32976",,,
"26BC11628","Issued","RES HVAC-Mechanical","06/26/2026","1599 TULLAGEE AVE, MELBOURNE FL 32940",,,
"26BC11614","Issued","RES Reroof","06/26/2026","233 MARIAH CT, MERRITT ISLAND FL 32953",,,
"26BC11627","Review In-Progress","RES SFR Addition","06/26/2026","165 FLAMINGO DR, MELBOURNE BEACH FL 32951",,,
"26BC11601","Issued","RES Electrical","06/26/2026","513 SEA-GULL DR, BAREFOOT BAY FL 32976",,,
"26BC11620","Issued","RES Doors-Windows-Shutters","06/26/2026","636 PINERIDGE CT, TITUSVILLE FL 32780",,,
"26BC11591","Issued","RES Plumbing","06/26/2026","2420 DELYS ST, COCOA FL 32926",,,
"26BC11606","Review In-Progress","COM Renovation","06/26/2026","2727 N HIGHWAY A1A, 201, INDIALANTIC FL 32903",,,
"26BC11578","Awaiting Client Feedback","COM Electrical","06/26/2026","250 N BANANA RIVER DR, UNIT F3, MERRITT ISLAND FL 32952",,,
"26BC11598","Awaiting Client Feedback","Multi-Family Renovation","06/26/2026","2979 HIGHWAY A1A, 213, MELBOURNE BEACH FL 32951",,,
"26BC11637","Issued","RES Reroof","06/26/2026","1013 SPANISH WELLS DR, MELBOURNE FL 32940",,,
"26BC11638","Issued","RES HVAC-Mechanical","06/26/2026","326 SOUTHAMPTON DR, INDIALANTIC FL 32903",,,
"26BC11580","Awaiting Client Feedback","COM Electrical","06/26/2026","250 N BANANA RIVER DR, UNIT F4, MERRITT ISLAND FL 32952",,,
"26BC11583","Review In-Progress","RES Pool","06/26/2026","8250 WAXWING CIR, MELBOURNE FL 32940",,,
"26BC11616","Issued","RES Reroof","06/26/2026","645 BUTTONWOOD DR, MERRITT ISLAND FL 32953",,,
"26BC11622","Withdrawn","RES Mobile Home","06/26/2026","1410 OLD DIXIE HWY, COMMON, TITUSVILLE FL 32796",,,
"26FP00285","Review In-Progress","City Fire Permit","06/26/2026","7835 ELLIS RD, WEST MELBOURNE FL 32904",,,
"26BC11632","Issued","RES HVAC-Mechanical","06/26/2026","1821 KARA PL, PALM BAY FL 32908",,,
"26BC11581","Awaiting Client Feedback","RES Doors-Windows-Shutters","06/26/2026","218 MARIAH CT, MERRITT ISLAND FL 32953",,,
"26BC11635","Awaiting Client Feedback","RES Doors-Windows-Shutters","06/26/2026","365 BEL AIRE DR SO, MERRITT ISLAND FL 32952",,,
"26BC11597","Issued","RES HVAC-Mechanical","06/26/2026","1866 GULF CT, INDIALANTIC FL 32903",,,
"26BC11575","Issued","RES Reroof","06/26/2026","690 WATERWOOD WAY, MELBOURNE FL 32940",,,
"26BC11602","Issued","COM Electrical","06/26/2026","2116 FLAGLER PL, GUARDHS, MELBOURNE FL 32940",,,
"26BC11636","Review In-Progress","RES SFR-Duplex New","06/26/2026","8628 WALO DR, MELBOURNE FL 32940",,,
"26FP00287","Review In-Progress","County Alarm","06/26/2026","4690 N WICKHAM RD, MELBOURNE FL 32935",,,
"26BC11639","Issued","RES HVAC-Mechanical","06/26/2026","106 LAMPLIGHTER DR, MELBOURNE FL 32934",,,
"26BC11625","Review In-Progress","RES SFR Addition","06/26/2026","3015 GENTLE BREEZES CT, MELBOURNE FL 32934",,,
"26BC11586","Issued","RES Doors-Windows-Shutters","06/26/2026","9349 HIGHWAY A1A, MELBOURNE BEACH FL 32951",,,
"26BC11574","Review In-Progress","COM Renovation","06/26/2026","6385 N WICKHAM RD, MELBOURNE FL 32940",,,
"26BC11623","Issued","RES Doors-Windows-Shutters","06/26/2026","619 PINERIDGE CT, TITUSVILLE FL 32780",,,
"26BC11595","Review In-Progress","RES Fence","06/26/2026","3370 CAPPANNELLE DR, MELBOURNE FL 32940",,,
"26BC11634","Review In-Progress","RES Fence","06/26/2026","4437 KELSEY LN, MICCO FL 32976",,,
"26FP00286","Issued","County Alarm","06/26/2026","8240 DEVEREUX DR, 100, MELBOURNE FL 32940",,,
"26BC11568","Issued","RES Reroof","06/26/2026","20 CARIB DR, MERRITT ISLAND FL 32952",,,
"26BC11569","Issued","RES HVAC-Mechanical","06/26/2026","50 N MARJORIE CT, MERRITT ISLAND FL 32952",,,
"26BC11570","Issued","RES Plumbing","06/26/2026","25 SKYLINE BLVD, MERRITT ISLAND FL 32953",,,
"26BC11633","Issued","RES Reroof","06/26/2026","775 CARRIAGE HILL RD, MELBOURNE FL 32940",,,
"26BC11608","Awaiting Client Feedback","COM New Construction","06/26/2026","240 S COURTENAY PKWY, MERRITT ISLAND FL 32952",,,
"26BC11626","Review In-Progress","RES SFR Addition","06/26/2026","6750 BRIGHT AVE, COCOA FL 32927",,,
"26BC11573","Awaiting Client Feedback","RES Electrical","06/26/2026","4155 DAKOTA AVE, COCOA FL 32926",,,
"26BC11610","Issued","RES Doors-Windows-Shutters","06/26/2026","2055 ABALONE AVE, INDIALANTIC FL 32903",,,
"26BC11629","Issued","RES Reroof","06/26/2026","3208 LAGO VISTA DR, MELBOURNE FL 32940",,,
"26BC11582","Issued","RES SFR Renovation","06/26/2026","280 SPOONBILL LN, MELBOURNE BEACH FL 32951",,,
"26BC11592","Review In-Progress","RES SFR Addition","06/26/2026","485 PLANTATION RD, MERRITT ISLAND FL 32952",,,
"26BC11547","Issued","Multi-Family Renovation","06/25/2026","3680 FUNSTON CIR, MELBOURNE FL 32940",,,
"26BC11483","Issued","RES HVAC-Mechanical","06/25/2026","2949 BRANDON CT, COCOA FL 32926",,,
"26BC11529","Awaiting Client Feedback","RES Solar Photovoltaic","06/25/2026","3704 BROPHY BLVD, COCOA FL 32926",,,
"26BC11530","Review In-Progress","COM Miscellaneous","06/25/2026","2805 N HIGHWAY A1A, COMMON, INDIALANTIC FL 32903",,,
"26BC11463","Withdrawn","COM Reroof","06/25/2026","6005 N WICKHAM RD, BLDG 2, MELBOURNE FL 32940",,,
"26BC11541","Awaiting Client Feedback","RES Doors-Windows-Shutters","06/25/2026","405 NEWPORT DR, INDIALANTIC FL 32903",,,
"26BC11546","Issued","Multi-Family Renovation","06/25/2026","3701 FUNSTON CIR, MELBOURNE FL 32940",,,
"26BC11540","Awaiting Client Feedback","RES Solar Photovoltaic","06/25/2026","653 PLANTATION DR, TITUSVILLE FL 32780",,,
"26BC11545","Issued","Multi-Family Renovation","06/25/2026","21 COVE RD, 21-E, MELBOURNE BEACH FL 32951",,,
"26BC11465","Review In-Progress","RES SFR Addition","06/25/2026","3875 N INDIAN RIVER DR, COCOA FL 32926",,,
"26BC11476","Review In-Progress","RES Generator","06/25/2026","444 PLANTATION DR, TITUSVILLE FL 32780",,,
"26BC11562","Issued","RES Doors-Windows-Shutters","06/25/2026","4319 CAPER CT, TITUSVILLE FL 32796",,,
"26BC11504","Issued","RES Reroof","06/25/2026","5213 MARAVOSS ST, COCOA FL 32927",,,
"26BC11474","Issued","RES Doors-Windows-Shutters","06/25/2026","1180 VINELAND ST, COCOA FL 32927",,,
"26BC11508","Review In-Progress","RES Pool","06/25/2026","1040 WIMBLEDON DR, MELBOURNE FL 32940",,,
"26BC11515","Review In-Progress","RES SFR Addition","06/25/2026","134 DELESPINE ST, MELBOURNE BEACH FL 32951",,,
"26BC11517","Withdrawn","RES Plumbing","06/25/2026","2344 BENT PINE DR, 188, MELBOURNE FL 32904",,,
"26BC11498","Issued","RES HVAC-Mechanical","06/25/2026","3801 PINE ST, COCOA FL 32926",,,
"26BC11510","Withdrawn","RES Doors-Windows-Shutters","06/25/2026","315 TANGLE RUN BLVD, 1021, MELBOURNE FL 32940",,,
"26BC11471","Review In-Progress","RES Pool","06/25/2026","3710 SHADY RUN RD, MELBOURNE FL 32934",,,
"26BC11531","Issued","RES Plumbing","06/25/2026","6570 BANCROFT AVE, COCOA FL 32927",,,
"26BC11469","Issued","RES Doors-Windows-Shutters","06/25/2026","271 LAKE SHORE DR, MERRITT ISLAND FL 32953",,,
"26BC11557","Review In-Progress","RES Generator","06/25/2026","2492 EDESTUS DR, MELBOURNE FL 32940",,,
"26BC11472","Issued","RES HVAC-Mechanical","06/25/2026","6153 DEES RD, COCOA FL 32927",,,
"26BC11495","Issued","COM HVAC-Mechanical","06/25/2026","6257 N HIGHWAY 1, COCOA FL 32927",,,
"26BC11511","Withdrawn","RES Doors-Windows-Shutters","06/25/2026","21 COVE RD, 21-E, MELBOURNE BEACH FL 32951",,,
"26BC11460","Review In-Progress","RES Fence","06/25/2026","240 JACALA DR, MERRITT ISLAND FL 32953",,,
"26BC11544","Issued","Multi-Family Renovation","06/25/2026","315 TANGLE RUN BLVD, 1021, MELBOURNE FL 32940",,,
"26BC11499","Issued","RES HVAC-Mechanical","06/25/2026","3765 PINE CONE RD, MELBOURNE FL 32934",,,
"26BC11492","Issued","RES Doors-Windows-Shutters","06/25/2026","126 ELM ST, MELBOURNE FL 32904",,,
"26BC11516","Review In-Progress","RES Pool","06/25/2026","110 SURRY LN, SATELLITE BEACH FL 32937",,,
"26BC11560","Issued","RES HVAC-Mechanical","06/25/2026","428 ARUBA CT, SATELLITE BEACH FL 32937",,,
"26BC11514","Withdrawn","RES Doors-Windows-Shutters","06/25/2026","3701 FUNSTON CIR, MELBOURNE FL 32940",,,
"26BC11519","Review In-Progress","RES Plumbing","06/25/2026","6689 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC11489","Issued","RES Electrical","06/25/2026","4419 LAGO VISTA DR, MICCO FL 32976",,,
"26BC11477","Awaiting Client Feedback","RES SFR Renovation","06/25/2026","4827 ALAMANDA DR, MELBOURNE FL 32940",,,
"26BC11542","Issued","RES HVAC-Mechanical","06/25/2026","2823 BELLWIND CIR, ROCKLEDGE FL 32955",,,
"26BC11467","Issued","RES Plumbing","06/25/2026","5730 BROAD ACRES ST, MERRITT ISLAND FL 32953",,,
"26BC11549","Issued","RES Plumbing","06/25/2026","1725 POINCIANA CT, MERRITT ISLAND FL 32952",,,
"26BC11475","Issued","RES Plumbing","06/25/2026","771 LAKE DR, MELBOURNE FL 32940",,,
"26BC11525","Issued","RES Reroof","06/25/2026","1465 CANAVERAL CT, MERRITT ISLAND FL 32952",,,
"26BC11535","Review In-Progress","RES Fence","06/25/2026","696 LANTANA ST, COCOA FL 32926",,,
"26BC11552","Issued","RES Plumbing","06/25/2026","4457 COQUINA RIDGE DR, MELBOURNE FL 32935",,,
"26BC11554","Issued","COM HVAC-Mechanical","06/25/2026","2165 JUDGE FRAN JAMIESON WAY, BLDG 3, MELBOURNE FL 32940",,,
"26BC11490","Issued","RES Reroof","06/25/2026","3692 TERRAMORE DR, MELBOURNE FL 32940",,,
"26BC11494","Issued","RES Reroof","06/25/2026","270 GRAY RD, MELBOURNE FL 32904",,,
"26BC11520","Issued","RES Doors-Windows-Shutters","06/25/2026","2195 FRIDAY RD, COCOA FL 32926",,,
"26BC11506","Issued","RES Doors-Windows-Shutters","06/25/2026","220 MELALEUCA DR, SATELLITE BEACH FL 32937",,,
"26BC11485","Issued","RES Plumbing","06/25/2026","1425 SUNRISE DR, MERRITT ISLAND FL 32952",,,
"26BC11566","Review In-Progress","COM Miscellaneous","06/25/2026","1410 CLEARLAKE RD, COCOA FL 32922",,,
"26BC11543","Issued","RES HVAC-Mechanical","06/25/2026","855 OAKWOOD DR, MELBOURNE FL 32940",,,
"26BC11524","Issued","RES Reroof","06/25/2026","6948 COLUMBINE DR, COCOA FL 32927",,,
"26BC11550","Review In-Progress","RES Plumbing","06/25/2026","3440 N RIVERSIDE DR, INDIALANTIC FL 32903",,,
"26BC11497","Issued","RES Pool Resurface","06/25/2026","225 VISCOUNT AVE, MERRITT ISLAND FL 32953",,,
"26BC11502","Review In-Progress","RES Fence","06/25/2026","3719 SUNWARD DR, MERRITT ISLAND FL 32953",,,
"26BC11513","Withdrawn","RES Doors-Windows-Shutters","06/25/2026","3680 FUNSTON CIR, MELBOURNE FL 32940",,,
"26BC11551","Issued","COM Electrical","06/25/2026","801 DEL RIO WAY, UNIT 202, MERRITT ISLAND FL 32953",,,
"26BC11478","Review In-Progress","RES SFR-Duplex New","06/25/2026","9120 WANDER TRL, MELBOURNE FL 32940",,,
"26BC11487","Issued","RES Reroof","06/25/2026","4370 FEATHER ST, COCOA FL 32927",,,
"26BC11505","Review In-Progress","COM Miscellaneous","06/25/2026","4100 N WICKHAM RD, 116, MELBOURNE FL 32935",,,
"26BC11468","Final","RES Reroof","06/25/2026","6310 GOLFVIEW AVE, COCOA FL 32927",,,
"26BC11532","Issued","RES HVAC-Mechanical","06/25/2026","5657 INDIGO CROSSING DR, ROCKLEDGE FL 32955",,,
"26BC11523","Review In-Progress","RES Mobile Home","06/25/2026","1575 SENECA DR, MELBOURNE FL 32935",,,
"26BC11473","Issued","RES Doors-Windows-Shutters","06/25/2026","6097 ARLINGTON CIR, MELBOURNE FL 32940",,,
"26BC11536","Review In-Progress","RES Generator","06/25/2026","1725 POINCIANA CT, MERRITT ISLAND FL 32952",,,
"26BC11496","Review In-Progress","RES Pool","06/25/2026","2658 DAEODON LN, MELBOURNE FL 32940",,,
"26BC11565","Awaiting Client Feedback","RES Electrical","06/25/2026","4317 ALAMOSA ST, COCOA FL 32927",,,
"26BC11488","Awaiting Client Feedback","RES Doors-Windows-Shutters","06/25/2026","8 BONAVENTURE DR, ROCKLEDGE FL 32955",,,
"26BC11501","Awaiting Client Feedback","RES Doors-Windows-Shutters","06/25/2026","5277 ROYAL PADDOCK WAY, MERRITT ISLAND FL 32953",,,
"26BC11464","Issued","RES Doors-Windows-Shutters","06/25/2026","1263 POTOMAC DR, MERRITT ISLAND FL 32952",,,
"26BC11563","Issued","RES Doors-Windows-Shutters","06/25/2026","428 BRIDGETOWN CT, SATELLITE BEACH FL 32937",,,
"26BC11521","Issued","COM HVAC-Mechanical","06/25/2026","500 LANTERN BLVD, TENNIS, MELBOURNE FL 32934",,,
"26BC11564","Issued","RES Doors-Windows-Shutters","06/25/2026","1905 N HIGHWAY A1A, INDIALANTIC FL 32903",,,
"26BC11503","Review In-Progress","RES Pool","06/25/2026","7010 BAYFRONT RD, COCOA FL 32927",,,
"26BC11484","Issued","RES Reroof","06/25/2026","7645 BLACKHAWK RD, MICCO FL 32976",,,
"26BC11466","Issued","RES Doors-Windows-Shutters","06/25/2026","49 SORRENTO CT, SATELLITE BEACH FL 32937",,,
"26BC11558","Review In-Progress","RES Generator","06/25/2026","755 LAKE DR, MELBOURNE FL 32940",,,
"26BC11522","Issued","RES Doors-Windows-Shutters","06/25/2026","326 MYRTLEWOOD RD, MELBOURNE FL 32940",,,
"26BC11493","Review In-Progress","RES SFR Addition","06/25/2026","2504 KYLE LN, ADMIN, COCOA FL 32926",,,
"26BC11480","Issued","RES Electrical","06/25/2026","1685 MORNINGSIDE DR, MERRITT ISLAND FL 32952",,,
"26BC11528","Issued","RES Reroof","06/25/2026","2515 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC11534","Review In-Progress","COM Renovation","06/25/2026","1845 N HIGHWAY A1A, 202, INDIALANTIC FL 32903",,,
"26BC11491","Issued","RES Doors-Windows-Shutters","06/25/2026","1646 BAYSIDE ST, MERRITT ISLAND FL 32952",,,
"26BC11556","Review In-Progress","RES Generator","06/25/2026","3028 PANGEA CIR, MELBOURNE FL 32940",,,
"26BC11509","Issued","RES Doors-Windows-Shutters","06/25/2026","3415 MOONSTONE LN, MELBOURNE FL 32940",,,
"26BC11561","Review In-Progress","RES SFR Aluminum Structure","06/25/2026","1807 FREEDOM DR, MELBOURNE FL 32940",,,
"26BC11462","Issued","RES HVAC-Mechanical","06/25/2026","9750 HONEYSUCKLE DR, MICCO FL 32976",,,
"26BC11553","Issued","RES Doors-Windows-Shutters","06/25/2026","4218 PONDAPPLE DR, TITUSVILLE FL 32796",,,
"26BC11537","Issued","RES HVAC-Mechanical","06/25/2026","3755 SHADY RUN RD, MELBOURNE FL 32934",,,
"26BC11461","Issued","RES SFR Renovation","06/25/2026","7165 CAMILO RD, COCOA FL 32927",,,
"26BC11486","Issued","RES HVAC-Mechanical","06/25/2026","438 BAREFOOT BLVD, BAREFOOT BAY FL 32976",,,
"26BC11507","Issued","COM HVAC-Mechanical","06/25/2026","6131 MESSINA LN, UNIT 302, COCOA BEACH FL 32931",,,
"26BC11482","Issued","RES Doors-Windows-Shutters","06/25/2026","374 PONCE DE LEON AVE, COCOA FL 32927",,,
"26BC11527","Awaiting Client Feedback","RES SFR Renovation","06/25/2026","7235 MADISON ST, COCOA FL 32927",,,
"26BC11512","Issued","RES Doors-Windows-Shutters","06/25/2026","2436 ADDINGTON CIR, ROCKLEDGE FL 32955",,,
"26BC11518","Final","RES Electrical","06/25/2026","292 ARROWHEAD LN, MELBOURNE BEACH FL 32951",,,
"26BC11470","Issued","RES Electrical","06/25/2026","101 VANGUARD CIR, COCOA FL 32926",,,
"26BC11538","Review In-Progress","RES Fence","06/25/2026","1470 GIRARD BLVD, MERRITT ISLAND FL 32952",,,
"26BC11481","Issued","RES Electrical","06/25/2026","4125 FAY BLVD, COCOA FL 32927",,,
"26BC11526","Review In-Progress","RES Fence","06/25/2026","6760 CAIRO RD, COCOA FL 32927",,,
"26BC11479","Review In-Progress","COM Miscellaneous","06/25/2026","8298 N WICKHAM RD, MELBOURNE FL 32940",,,
"26BC11539","Awaiting Client Feedback","RES Electrical","06/25/2026","5745 SHEFFIELD PL, MELBOURNE FL 32940",,,
"26BC11555","Withdrawn","COM Renovation","06/25/2026","240 S COURTENAY PKWY, MERRITT ISLAND FL 32952",,,
"26BC11548","Review In-Progress","RES Fence","06/25/2026","155 VANGUARD CIR, COCOA FL 32926",,,
"26BC11559","Review In-Progress","RES Generator","06/25/2026","1435 ARUNDEL WAY, MELBOURNE FL 32940",,,
"26BC11500","Review In-Progress","RES Tiny House on Wheels","06/25/2026","203 FLAMINGO DR, COCOA FL 32926",,,
"26BC11533","Issued","RES Reroof","06/25/2026","4810 LAKE ONTARIO DR, COCOA FL 32926",,,
"26BC11387","Final","RES HVAC-Mechanical","06/24/2026","513 WATERFRONT ST, MELBOURNE FL 32934",,,
"26BC11448","Review In-Progress","RES Fence","06/24/2026","50 N LEE CT, MERRITT ISLAND FL 32952",,,
"26BC11365","Final","RES Reroof","06/24/2026","1950 CRANE CREEK BLVD, MELBOURNE FL 32940",,,
"26BC11352","Issued","RES HVAC-Mechanical","06/24/2026","704 SILVERTHORN CT, BAREFOOT BAY FL 32976",,,
"26BC11402","Issued","RES Doors-Windows-Shutters","06/24/2026","960 FOSTORIA DR, MELBOURNE FL 32940",,,
"26BC11385","Review In-Progress","RES Fence","06/24/2026","579 DOLPHIN CIR, BAREFOOT BAY FL 32976",,,
"26BC11446","Issued","RES HVAC-Mechanical","06/24/2026","3215 WESTLAND CT, MELBOURNE FL 32934",,,
"26BC11398","Awaiting Client Feedback","RES Electrical","06/24/2026","301 GEMINI DR, SATELLITE BEACH FL 32937",,,
"26BC11386","Issued","RES Doors-Windows-Shutters","06/24/2026","6475 BANYAN ST, COCOA FL 32927",,,
"26FP00284","Issued","City Fire Permit","06/24/2026","5700 N HIGHWAY 1, COMMON, PALM SHORES FL 32940",,,
"26BC11405","Issued","RES Doors-Windows-Shutters","06/24/2026","1776 DONEGAL DR, MELBOURNE FL 32940",,,
"26BC11413","Issued","RES Doors-Windows-Shutters","06/24/2026","2270 SYKES CREEK DR, MERRITT ISLAND FL 32953",,,
"26BC11449","Issued","RES Doors-Windows-Shutters","06/24/2026","2650 BRANDYWINE LN, MELBOURNE FL 32904",,,
"26BC11433","Final","RES Electrical","06/24/2026","1612 CALVADOS DR, COCOA FL 32926",,,
"26BC11458","Issued","RES HVAC-Mechanical","06/24/2026","5010 BAGGETT PL, COCOA FL 32926",,,
"26BC11447","Review In-Progress","RES Fence","06/24/2026","645 POLLER WAY, COCOA FL 32927",,,
"26BC11442","Review In-Progress","RES Generator","06/24/2026","10910 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
"26BC11432","Issued","RES HVAC-Mechanical","06/24/2026","6665 CECIL RD, COCOA FL 32927",,,
"26BC11417","Review In-Progress","RES SFR Aluminum Structure","06/24/2026","1605 FREEDOM DR, MELBOURNE FL 32940",,,
"26BC11425","Issued","COM HVAC-Mechanical","06/24/2026","127 N TROPICAL TRL, MERRITT ISLAND FL 32953",,,
"26BC11439","Review In-Progress","RES SFR-Duplex New","06/24/2026","4522 WREN TRL, MIMS FL 32754",,,
"26BC11355","Review In-Progress","COM Miscellaneous","06/24/2026","4155 DOW RD, BLDG COMMON, MELBOURNE FL 32934",,,
"26BC11407","Issued","RES Reroof","06/24/2026","6531 INGALLS ST, MELBOURNE FL 32940",,,
"26BC11370","Issued","RES HVAC-Mechanical","06/24/2026","3710 CATALINA DR, COCOA FL 32926",,,
"26BC11401","Issued","RES Doors-Windows-Shutters","06/24/2026","104 BOSKIND RD, S-104, INDIALANTIC FL 32903",,,
"26BC11435","Issued","COM HVAC-Mechanical","06/24/2026","201 PLANTATION CLUB DR, BLDG 1100, MELBOURNE FL 32940",,,
"26BC11409","Review In-Progress","RES Fence","06/24/2026","4680 MIRAMAR ST, COCOA FL 32927",,,
"26BC11358","Issued","RES HVAC-Mechanical","06/24/2026","151 CHURCHILL AVE, SATELLITE BEACH FL 32937",,,
"26BC11430","Issued","RES Doors-Windows-Shutters","06/24/2026","10910 S TROPICAL TRL, MERRITT ISLAND FL 32952",,,
